928, 4
926, 4
928, 4
928, 5
926, 4
927, 4
925, 4
924, 4
928, 4
926, 4
928, 4
927, 4
926, 4
926, 4
925, 4
927, 4
927, 4
928, 4
928, 4
927, 4
928, 4
928, 4
928, 5
925, 5
926, 5
926, 4
928, 4
928, 5
928, 5
928, 4
928, 4
926, 5
928, 4
925, 5
928, 4
928, 4
925, 5
928, 4
928, 4
928, 4
926, 4
928, 5
928, 4
928, 4
927, 5
928, 4
928, 4
925, 4
929, 4
928, 4
928, 4
925, 4
920, 4
911, 5
906, 5
897, 5
886, 6
872, 6
860, 7
849, 8
834, 8
817, 7
803, 8
789, 9
776, 10
767, 10
753, 11
738, 11
721, 12
706, 12
696, 13
686, 13
676, 14
664, 15
655, 15
648, 15
644, 15
639, 16
633, 16
628, 16
622, 17
618, 17
616, 17
614, 17
611, 18
608, 18
605, 18
602, 18
601, 18
601, 18
600, 18
599, 18
597, 18
596, 19
595, 19
596, 18
597, 18
598, 19
599, 18
600, 18
601, 18
602, 18
603, 19
605, 18
608, 18
612, 17
618, 17
625, 16
632, 16
638, 16
648, 15
659, 15
672, 14
685, 14
695, 13
704, 14
712, 12
718, 12
727, 11
733, 11
742, 11
751, 11
758, 10
767, 10
775, 10
786, 10
795, 8
805, 8
813, 9
821, 7
826, 8
835, 8
840, 7
845, 8
852, 7
859, 6
866, 6
872, 6
880, 5
886, 6
889, 5
893, 5
897, 6
899, 5
903, 6
902, 4
906, 5
906, 5
906, 5
907, 5
906, 5
906, 5
906, 5
907, 5
906, 4
904, 5
898, 5
890, 5
884, 5
871, 6
863, 7
852, 6
842, 7
830, 7
817, 7
808, 8
797, 8
787, 10
776, 10
765, 11
755, 10
744, 11
734, 11
724, 12
716, 12
707, 12
699, 13
692, 13
685, 13
679, 14
674, 14
669, 14
664, 16
658, 14
653, 15
648, 15
643, 15
638, 15
634, 15
629, 17
624, 16
620, 16
616, 18
612, 17
609, 17
605, 17
603, 17
602, 18
600, 18
599, 18
599, 18
599, 18
599, 18
598, 18
598, 18
596, 19
595, 19
594, 19
594, 19
595, 19
595, 19
595, 19
596, 18
597, 18
597, 18
597, 18
598, 18
600, 18
602, 17
606, 17
611, 17
617, 17
625, 16
635, 16
648, 15
663, 14
679, 13
697, 13
713, 12
730, 12
748, 10
764, 10
782, 11
798, 8
811, 8
825, 7
835, 7
845, 6
854, 6
864, 6
872, 7
882, 6
888, 5
893, 6
896, 4
898, 5
898, 5
901, 4
901, 5
899, 5
898, 4
899, 4
900, 4
898, 4
892, 6
884, 5
873, 5
861, 6
842, 7
820, 7
793, 8
768, 10
742, 10
720, 11
702, 12
686, 13
675, 13
664, 14
655, 14
647, 15
640, 16
634, 16
627, 16
622, 17
615, 18
609, 17
604, 17
599, 18
594, 19
590, 19
588, 18
586, 19
583, 19
580, 19
579, 19
579, 19
579, 19
579, 19
579, 19
580, 19
583, 20
589, 19
600, 18
617, 17
645, 16
684, 13
727, 11
770, 9
809, 8
839, 8
863, 7
878, 5
885, 6
896, 4
898, 4
902, 4
903, 5
909, 4
910, 4
914, 3
914, 4
917, 3
916, 3
916, 3
916, 4
913, 4
907, 4
897, 4
876, 7
840, 7
799, 9
752, 11
709, 12
677, 14
653, 16
637, 16
626, 16
617, 16
610, 17
604, 17
600, 17
595, 18
589, 18
586, 18
583, 19
580, 19
577, 19
575, 19
574, 19
574, 19
574, 20
574, 19
574, 20
574, 20
574, 19
574, 19
574, 19
575, 20
575, 20
575, 19
576, 19
577, 19
577, 19
576, 19
575, 19
574, 20
574, 20
575, 19
576, 19
577, 19
578, 19
